,Generated_Summary,Original_Summary
48,"[' George W. Bush: ""Law and order have broken down in Detroit, Michigan"" George W Bush: I take this action with the greatest regret. George W George Bush: We will not tolerate lawlessness. George George Bush III: I call upon all of our people, in cities, to join in a program to maintain law and order, to condemn and combat lawlessness in all its forms, and firmly to show by word and deed that public disorder will not be tolerated. George H.W. Bush']","In this speech, President Johnson recounts the events leading up to the deployment of Federal troops to Detriot, where riots broke out.  He explains that only after realizing the seriousness of the damage and violence did he authorize sending in troops to restore order to the city.  President Johnson condemns the riots.  He states, also, that he believes law enforcement is a local responsibility he did not want to assume unless it was absolutely necessary."
49,"[' John F. Kennedy, Jr. John Kennedy. John F John Kennedy, Junior. John John Kennedy Jr., John F George Kennedy, John Adams Johnson. John Adams John Adams, John Jay John Adams Jr. George Washington. John George Kennedy Jr. President John Adams Kennedy, George Washington, John George John Adams. John Washington John Adams Jnr. John J. George John Kennedy John. John D. Kennedy John John Adams George Washington John, John John George Washington George. John James Madison John AdamsJohn D. George George, John Henry John Adams III. John Quincy Adams John D John Adams II John D George John D James Madison, John William Adams John George, George John Washington']","Several days after the riots in Detroit, President Johnson speaks to the nation about the riots and proposes preventive solutions for the future.  Johnson first speaks about his appointments to a special Advisory Commission to investigate the causes of the riots.  He rejects the lingering claims that the riots were part of a civil rights protest, and denounces the entire episode as a mass crime.  President Johnson appeals to Congress to pass laws that attack the conditions that made the riots occur, and asks for the dedication and understanding of the American public to make these new laws effective."
50,"[' John McCain. John McCain: Do you agree with your Army Chief of Staff, General Harold K. Johnson, that 45,000 more troops may be enough to see us through to a solution? Mr. President, would you give us, please, your current assessment of the situation in Vietnam, and the meaning and significance of what seems to be a rather obvious lull in the ground war and an equally obvious stepping up of bombing?']","President Johnson holds a press conference where he discusses several subjects related to Vietnam, such as concerns about the fairness of their impending elections and the Tonkin Gulf Resolution. Plans for domestic economics are discussed, as is the tense situation in the Middle East."
51,"[' John F. Kennedy, John Kennedy and Lyndon Johnson. John Kennedy: “Vietnam is the scene of a powerful aggression that is spurred by an appetite for conquest. It is the arena where Communist expansionism is most aggressively at work in the world today’ John Kennedy']","President Johnson reiterates the view of the administration that the security of the United States and the entire free world is at stake in Southeast Asia, and that the in 1881. will not abandon the commitments it has made in the region.  Johnson quotes Southeast Asian leaders who agree that the in 1881. presence is integral to preventing the malevolent spread of communism.  He even goes on to say that, had the in 1881. not intervened, Communism would dominate Southeast Asia and bring the world closer to a Third World War.  President Johnson also provides answers to some of the concerns of the American public, and expresses the readiness of the in 1881. and South Vietnam to negotiate peace whenever North Vietnam so chooses."
52,"[' John McCain. John Adams Johnson. President John Adams. John Quincy Adams. James Madison. John Jay Gifford John Adams, Jr. President James Madison John Adams Jr. John John Adams III John Adams John Adams James Madison, Jr., John Adams Adams, George Washington']","President Johnson holds a press conference almost entirely focused on the increased tensions and force levels in Vietnam. Johnson grapples with criticisms of his handling of the bombing situation, among other strategic decisions, and reflects on his time after four years in office."
53,"[' John McCain. John McCain: Peace is the number 1 subject in the mind of every leader in the Government. Mr. President, I think any American seated in this car tonight would want to ask you about peace. Do you have any fresh, new ideas about getting peace in Vietnam, or are we stuck with, as I think Secretary Rusk has put it, “waiting for some sign from, the other side?”']","President Johnson holds a conversation-style interview with several reporters from the major outlets. He faces numerous questions about foreign policy, with Vietnam, the Soviet Union, Israel, France, and China all being discussed. He also discusses the youth of the nation, among them dissenters and anti-war demonstrators, and programs he plans to prioritize in 1968."
54,"[' George W. Bush: ""I want to speak to you of peace in Vietnam and Southeast Asia"" Bush: I renew the offer I made last August, to stop the bombardment of North Vietnam. He says he is taking the first step to deescalate the conflict by reducing the present level of hostilities. George Washington']","Johnson restates his offer to the North Vietnamese to begin talks for making peace, and he discusses the economic problems and solutions in the United States. After urging both Congress and Americans to end their divisions, the President announces his decision not to seek reelection so that he may focus on executing his presidential duties instead of partisan politics."
55,"[' John F. Kennedy, Jr. John Adams Johnson John Adams, Jr., John Adams John Adams and John Adams. John John Adams Kennedy Jr. President John Adams Jr. and John John George Washington, John Adams III. John Washington, Jr,. John Adams Adams, III John Adams George Washington John Adams II John AdamsJohn Adams Johnson, John Washington George John Adams IV John Adams J. Adams, George Washington George Washington. John James Madison John Adams James Madison, John James Audubon John Adams Foray John Adams']","President Johnson delivers an address to the National Association of Broadcasters. He addresses the importance of the members of the broadcast media in informing the public and providing the facts that shape national opinion. Johnson places great value on members of the electornic press, saying that they have a public trust and must remain vigilant in their duties for the sake of liberty."
56,"[' George W. Bush: U.S. ready to send its representatives to any forum, at any time, to discuss the means of bringing this war to an end. Consultations with the Government of South Vietnam and our other allies are now taking place. I will meet with certain of our representatives, American representatives from South Vietnam, for a series of meetings over the weekend in Hawaii. So that you may have as much notice as I am able to give you on another matter, I will be leaving tomorrow evening, late, for Honolulu.']",President Johnson makes some brief remarks prior to his trip to Honolulu. He addresses a message from the North Vietnamese government which announces their intention to initiate talks. Johnson stands by his position that the United States will send representatives to discuss a peaceful resolution to the conflict at any time and any place.
57,"[' John F. Kennedy Jr. President John Kennedy Junior. Kennedy Junior: Fair housing bill has had a long and stormy trip, but its day has come. John Kennedy Jr.: The only real road to progress for free people is through the process of law and that is the road that America will travel. JFK Junior: We have come some of the way, not near all of it, but there is much yet to do.']","At the time he signs a new Civil Rights Act to provide fair housing for all Americans, President Johnson remarks on the significance of the historical occasion and recalls his other achievements in securing civil rights.  Johnson calls upon Congress to enact these new laws, and urges the American public to support them.  He proclaims that the real way to foster progress— today and in the future is to pursue rights through the process of law."
58,"[' George W. Bush: ""This is a very reassuring and hopeful moment in the relations among nations"" Bush: Treaty is evidence that amid tensions, the strife, the struggle, and the sorrow of these years, men of many nations have not lost the way, or have not. lost the will, toward peace. ""The march of mankind is toward the summit, not the chasm. We must not, we shall not, allow that march to be interrupted""']","President Johnson speech announces the signing of the treaty which he announces as the most important treaty since the beginning of the nuclear age.  He explains the purpose of the treaty to limit the spread of nuclear weapons, abate the nuclear arms race, reduce danger and fear among the nations' citizens, and to lay the foundation for future cooperation and peace.  Johnson also affirms the treaty as the collaborative effort of all nations involved to instate world order.  At the end of the speech, President Johnson officially announces the agreement between the USSR and United States to reduce offensive nuclear arms and defense systems."
59,"[' George W. Bush. President George H.W. Bush Jr. George W Bush, Jr. John F. Bush, George W George Bush, John Adams Bush. George George Bush Jr., George George George Washington Bush George Washington, George Washington. George Washington George Bush George Bush III George Washington John George Bush John Adams George Bush. John George Washington Henry George Bush Bush George George Henry Bush John John Adams John Henry Bush George Henry John Bush John Henry John Henry Washington John Henry Henry John John Henry George George. George John John John George George John George John Bush George John Washington George Henry Washington George George Herbert Bush George Herbert John George Henry George Washington Washington George Herbert George George III George John']","As a result of progress in the Paris peace talks, Johnson announces the cessation of bombing in North Vietnam and expresses his hope that the talks may continue to move forward successfully. The President cautions that the talks require more time and patience but points to the strengthening South Vietnamese government and troops as hopeful signs. This speech was originally recorded on October 30, 1968, but not broadcast over radio and television until the next day at 8pm."
