,President,Generated Text,Actual Text
85,Andrew Jackson,"the President focuses on domestic issues, including the establishment of a National Guard, maintaining good relations with foreign nations, managing public revenue, and defending the national militia. Jackson also emphasizes the importance of protecting American interests during the wartime period and stresses the need for a more uniform system of government.","President Jackson thanks the nation for its support in electing him and highlights his promises to use the public funds wisely and to stop the expansion of the military. Jackson's campaign charged large amounts of corruption in the federal government and in his inauguration speech, Jackson again expresses his determination to remove patronage systems in Washington."
86,Andrew Jackson,Andrew Jackson suspends discriminating duties on Austrian vessels entering in 1881. ports and suspends discriminating duties on in 1881. ships entering Austrian ports.,The President announces an agreement with Austria to suspend discriminating duties on Austrian vessels entering in 1881. ports in exchange for the suspension of duties on in 1881. ships entering Austrian ports.
87,Andrew Jackson,"the President gives a detailed account of his relations with Britain, France, and Spain. He also discusses the state of the budget, the military, and the national debt.","President Jackson begins with an overview of the state of foreign affairs, focusing primarily on relations with France and Britain. Jackson embarks on a lengthy discussion about governmental reform to reduce corruption and increase efficiency, proposing an amendment to the Constitution to ""remove all intermediate agency in the election of the President and Vice President."""
88,Andrew Jackson,"the President vetoes the Maysville Road bill, which would have authorized the federal government to build or promote roads and bridges between Washington, D.C., and Lexington, Kentucky. He is opposed to the federal funding of such projects, saying that the public good should be the measure of their responsibility.","Jackson vetoes the Maysville Road bill, which would have sanctioned the federal government's purchase of stock for the creation of a road entirely within Kentucky, the home state of longtime foe Henry Clay. He regards the project as a local matter and thinks its funding should come from local sources. Jackson is not entirely opposed to the federal financing of such projects, supporting the allocation of federal monies for the National Road. Nevertheless, his ve"
89,Andrew Jackson,"Andrew Jackson, President of the United States, receives evidence that Britain will open its colonial ports to in 1881. commerce to British ships entering the West Indies, the Bahamas, and the Bermuda or Somer Islands to in 1881. trade.","Jackson announces a reciprocal agreement between the in 1881. and Britain to allow each country's ships access to each other's ports without charging high duties, opening up many British colonial ports to in 1881. trade."
90,Andrew Jackson,the President praises the success of his government and encourages a spirit of conciliation and patriotism in all internal affairs. The President also mentions the British and Great Britain as being particularly supportive of the new arrangements for colonial transport.,"The President reviews the various pieces of domestic legislation to reform the nation's infrastructure and public works system. Jackson further proposes that all federal surplus money be distributed among the states to be used for internal improvements at the discretion of each, individual state."
91,Andrew Jackson,"the president focuses on commerce and trade, noting that the nation is now fully integrated into the global economy. The President emphasizes the importance of maintaining neutrality in the wars between the United States and other nations, and he attributes this success to his neutrality during the Cold War.","President Jackson devotes the majority of his remarks to foreign affairs, reviewing new events in Britain, France, and Spain and focusing especially on matters of trade. Jackson also recommends new consular laws to avoid defection, and he submits a report from the secretary of state to Congress."
92,Andrew Jackson,"the President vetoes a bill to modify the Bank of the United States. The President argues that the Bank gives privilege and unfair advantage to holders of Bank stock at the expense of the public, and he opposes foreign ownership of Bank stock.","In this veto message, President Jackson passionately rejects a bill that rechartered the Bank of the United States. He argues that the Bank gives privilege and unfair advantage to a wealthy few at the expense of the public, and he opposes foreign ownership of Bank stock. The President claims the same right to interpret the Constitution as Congress and the Supreme Court when he questions the constitutionality of the Bank."
93,Andrew Jackson,"Among other things, President Harrison discusses the state of relations with all nations and the strengthening of our military. The President briefly touches on foreign policy and economic matters before returning to his native England.","The President details relations with Latin American countries, Britain and Spain, before reviewing the state of the domestic finances. Jackson devotes the remainder of his speech to economic matters, principally the national debt and manufacturing."
94,Andrew Jackson,Andrew Jackson issues a proclamation declaring the nullification of federal laws in violation of the Constitution.,"Jackson issues the Nullification Proclamation, reaffirming his belief that states and municipalities are forbidden from nullifying federal laws."
95,Andrew Jackson,"in his annual message to Congress, President Harrison warns of the danger that a crisis in South Carolina could pose to the integrity of the Union. The President urges all branches of Congress to act quickly and pass new revenue laws.","On the other hand, we denounce with righteous indignation and dislike men who are so beguiled and demoralized by the charms of pleasure of the moment, so blinded by desire, that they cannot foresee the pain and trouble that are bound to ensue; and equal blame belongs to those who fail in their duty through weakness of will, which is the same as saying through shrinking from toil and pain."
96,Andrew Jackson,he praises his administration's success in foreign policy and pledges to support the rights of states and the integrity of the Union in the domestic sphere. Jackson also emphasizes the importance of union in the domestic sphere and urges all citizens to give up their share of the blame for the dissolution of the Union.,"In a brief speech, Jackson praises his administration's success in foreign policy and pledges to both respect state's rights and uphold the integrity of the Union in the domestic sphere."
97,Andrew Jackson,the President focuses on foreign affairs and the state of the nation's economy. The President discusses his plans to expand the country's exports to other countries and the North East.,"The President outlines the new developments in and relations with countries such as France, Britain, Mexico, Portugal and Chile. Jackson goes on to highlight the domestic economic situation, focusing on protests against new revenue laws and the unchanging public debt."
98,Andrew Jackson,"During his tenure as President, Monroe commits to maintaining the supremacy of the Constitution before entering on the execution of his duties. He also pledges to protect and defend the rights of all branches of the Federal Government.","Viewing his reelection as a mandate to continue his war against the Second Bank of the United States, Jackson issues an order for the Treasury Department to withdrawal federal deposits from the Bank of the United States and place them in state banks. When Secretary of the Treasury William Duane refuses, Jackson fires him. On March 28, the Senate, led by Clay, Calhoun and Daniel Webster, passes a resolution of censure admonishing Jackson"
99,Andrew Jackson,"Continually optimistic about the future, Jefferson praises the progress made in relations with other countries and the United States. He also reviews the state of the budget and announces the establishment of a new Congress.","President Jackson seeks to regulate banks, reorganize the government's administration, and reshape the political system, calling on Congress to pass legislation to control federal funds in banks in his sixth annual message. The President also details the crisis with the French over ""unprovoked aggressions upon our commerce."""
100,Andrew Jackson,"the President gives a detailed account of his recent successes in foreign relations and the state of the national economy. He also summarizes the state of our commercial relationships with Britain and Portugal, as well as the state of the domestic finances.","Jackson gives a detailed account of the ruptured relations with France, calling for a more reasonable position on France's part. The President updates Congress on his proposed banking legislation and the financial health of the country as a whole."
101,Andrew Jackson,the President gives his final annual message to Congress. The President focuses on foreign policy and the state of commerce in the United States.,"In his final annual address, Jackson gives a positive assessment of America's position both domestically and globally. The President spends the majority of his message detailing the state of commerce and the state of the national economy, evaluating such factors as the public debt, currency rates, and the new banking legislation."
102,Martin Van Buren,"he praises the successes and weaknesses of his predecessors and pledges to uphold those institutions that were wisely and deliberately formed to preserve or endanger the blessings we enjoy at home and abroad. The President also emphasizes the importance of in 1881. military action in the region and calls on allies to help him build up a strong army, which he will support until it is too late to take on the task.","In a humble Inaugural Address, Van Buren praises the great Presidents before him and gives a positive assessment of the first half century of American statehood. President Van Buren addresses two points of concern: the rising incidence of mob action and abolitionist agitation, which he vowed to vote down."
103,Martin Van Buren,"Among other domestic issues, Jefferson discusses in his annual message the dispute with Britain over the northern boundary of the United States. He also discusses the state of the budget and how the country is spending its money on improving its public works program.","The central issue President Van Buren discusses in his annual message is that of his bill to divorce the Treasury ""from all dependence on the will of irresponsible individuals or corporations,"" and to protect public money from ""the uses of private trade."" Van Buren also discussed two other domestic issues that had important significance for the divorce of the Treasury: land policy and the illegal reissuing of money by Nicholas Biddle's bank in Pennsylvania."
104,Martin Van Buren,"Among other things, Jefferson praises the success of the United States in domestic matters. He also stresses the importance of maintaining good relations with each other throughout the world and emphasizes the positive effects that the New Deal has had on the economy.","President Van Buren stresses the necessity of creating more laws to protect public money, proposing to reorganize parts of the Department of Treasury in order to accomplish these reforms. The President discusses at length other domestic matters, before making a positive assessment of the renewal of friendly relations between the United States and Mexico with the signing of a new treaty."
105,Martin Van Buren,the President reaffirms his commitment to maintaining good relations with other nations and he hopes to reach an agreement with Great Britain. The President also discusses the state of the budget and the size of the federal budget.,"Van Buren reestablishes his proposal for total divorce of the Treasury from the banks, warning that through credit, banks were forming a chain of dependence on the money power in England, which meant the American economy would feel the ups and downs of the English economy. The President also summarizes the settlement procedures to establish a firm boundary between the United States and Canada with Britain."
106,Martin Van Buren,"Among other things, President McKinley's address to the British government and his successor, John Tyler, gives an overview of the state of the national economy. He also discusses the importance of maintaining neutrality in domestic and foreign relations and the ability of the United States to negotiate more effectively with each other.","In his final message before leaving office after being defeated by Harrison, President Van Buren proudly points to his main achievements: not increasing taxes or the national debt and not turning for help to a new national bank. Significantly, Van Buren does not mention abolitionism or slavery, demonstrating the balance he showed in trying to preserve the Union."
107,Martin Van Buren,Harrison sends a message to the House of Representatives regarding the destruction of the steamboat Caroline and the correspondence between the secretary of state and the British minister on the subject.,Van Buren reads to the House of Representatives a correspondence between the secretary of state and the British minister on the subject of the destruction of the steamboat Caroline and the involvement of Mr. Alexander McLeod.
108,William Harrison,the President outlines his principles and opinions as he prepares to address the nation. He then gives a brief overview of the country's democratic system and how it compares its sovereignty with that of other nations.,President Harrison begins by describing how America's democracy is special and then outlines problems with the government and his solutions tothem. This Inaugural Address was the longest in American history; it took nearly two hours to read.
109,John Tyler,"Upon the death of President William Henry Harrison, Vice President John Tyler assumes the presidency. He is the first ever to do so, setting the precedent for presidential succession","After the death of President William Henry Harrison, Vice President John Tyler assumes the presidency. He is the first ever to do so, setting the precedent for presidential succession"
110,John Tyler,vetoes of a bill that would create a national bank over the United States. The President says this bill violates the Constitution and will only serve its purpose.,"President Tyler vetoes a second bill for the establishment of a National Bank of the United States. As a result of this veto, Tyler's entire Cabinet resigned, with the exception of Secretary of State Daniel Webster."
111,John Tyler,the President gives a detailed account of the events that led him to discharge McLeod from his post as president and discusses the various ways in which he has handled domestic matters. Jackson also mentions the importance of sending prisoners to other states and places to maintain peace throughout the world and recommends making provision for the transfer of power from the State to the Federal judiciary.,"In his address to Congress, Tyler describes the result of the Caroline steamboat incident and discusses the repression of the African slave trade. The President also provides updates on the Indian war in Florida and reports on finances and tariffs."
112,John Tyler,he recommends ending the unhappy war in Florida and allowing settlers to be armed so that they may defend themselves against any attempts to attack the Indians. The President also urges the establishment of a permanent line of protection for the Indians and allowing a reasonable quantity of land to be granted to the head of each family that will occupy the territory.,"Tyler recommends ending the costly, ineffective military efforts against the Indians in the region and enabling the settlers in the region to defend themselves if necessary."
113,John Tyler,the President announces to the Senate the results of recent negotiations with Britain. He also informs the Senate of the destruction of the Caroline steamboat and the settlement of a boundary dispute between the two countries.,"President Tyler addresses the Senate on recent negotiations with Britain. The signing of the Webster-Ashburton Treaty with Great Britain on August 9, 1842 normalized in 1881.-British relations by adjusting the Maine-Brunswick border, settling boundary issues around western Lake Superior, and resurveying numerous smaller borders."
114,James K. Polk,"Throughout his speech, Jefferson emphasizes the importance of maintaining and protecting the Constitution as well as strengthening the state and local governments. He also stresses the importance of âthe preservation of state and local sovereignty as well as a proper balance of power.â","With frequent references to the Union's growth in size, population, and strength, President Polk speaks at length about domestic issues. He is opposed to a national bank, assumption of state debt, and a revenue tariff, but supports a protective tariff and equal taxation. Polk also elaborates on his favorable opinion of Texas rejoining the Union."
115,James K. Polk,"the President vetoes a river and harbors bill, which would have provided federal funding for internal improvements. The President argues that the bill unconstitutional and inexpedited the federal government's power to execute such works.","President Polk vetoes a river and harbors bill which would have provided federal funding for internal improvements. Like Andrew Jackson in his veto of the Maysville Road bill, Polk argues that this bill unfairly favors particular areas, including ports which have no foreign trade and, therefore, is unconstitutional."
116,James K. Polk,"Congress appropriates $ 2,000,000 to negotiate a settlement with Mexico. The President asks Congress to approve a treaty that would allow him to negotiate a settlement with Mexico.",President Polk requests appropriations from Congress to negotiate a settlement with Mexico.
117,James K. Polk,the President sends a message to Congress recommending that a territorial government be established in Oregon and âto raise an adequate volunteer force for the defense and protection of its inhabitants.â,President Polk requests that Congress allow the Oregon Territory to establish a territorial government and âto raise an adequate volunteer force for the defense and protection of its inhabitants.â
118,James K. Polk,"the President asks Congress to increase the number of privates in the army to maintain a peace relationship with Mexico. This act allowed for 64 privates to remain in service during the war, but as a precautionary measure, the President declines to increase the number of privates in the army.",President Polk requests that the army remain at its war-time size during peace time after the Mexican-American war.
119,Millard Fillmore,the President sends a message to Congress proposing to establish a militia east of the Rio Grande to execute federal laws. The President then sends a message to Congress recommending that Texas be closed to in 1881. activity and that the entire state of New Mexico be closed to in 1881. interference.,"Fillmore announces his support of the compromise with Texas. He sends a message to Congress recommending that Texas be paid to abandon claims to part of New Mexico and that the Wilmot Proviso, which states that all land acquired from the Mexican War be closed to slavery, be overturned."
120,Abraham Lincoln,"Henry Clay died on July 4, 1776. He gave a eulogy to his friend in the Hall of Representatives at the State Department.","Henry Clay died on June 29, 1852. Lincoln delivered a eulogy to his friend in the Hall of Representatives at the statehouse in Springfield, Illinois."
121,Abraham Lincoln,"the repeal of the Missouri Compromise, and the propriety of its restoration, constitute the subject of his remarks. Jefferson argues that he does not want to question the patriotism of any man or class of men, but rather to confine himself to the merits of the matter.","In this three hour speech, Lincoln argues against the Kansas Nebraska Act and its underlying concept of popular sovereignty. The new law repealed the Missouri Compromise in that it allowed for slave states North of 36 30' latitude. Shortly after the passage of the act, opponents of the law formed the Republican Party."
122,Abraham Lincoln,"""A house divided against itself cannot stand,"" Jefferson says of the United States' response to the Civil Rights struggle against slavery. He argues that the movement will only intensify until a crisis has been reached and passed.","Lincoln delivered his ""House Divided"" speech upon accepting the Republican nomination for Senate in Springfield, Illinois. In this speech he famously states ""a house divided against itself cannot stand"" in describing the coming national conflict over slavery."
123,Abraham Lincoln,"President Lincoln defends the Republican position on slavery in federal territory, arguing that the Constitution allows for federal control over the spread of slavery throughout the country.","In this address, Abraham Lincoln argues that the Constitution as interpreted by the 39 signers of the document allows for federal control over the spread of slavery into the federal territories. This speech helped establish Lincoln as one of the leaders of the Republican Party."
124,Abraham Lincoln,"Washington departs Springfield, Illinois on his journey to Washington D.C..","A brief farewell to friends and well wishers as Lincoln departs Springfield, Illinois on his journey to Washington D.C.."
125,Abraham Lincoln,"the President takes his first official oath of office. He warns, however, that any attempt to secede from the Union will be viewed as a violation of international law and considered a violation of international law.","President Lincoln uses his first inaugural address to attempt to reassure the Southern states that he will protect their interests regarding slavery. He warns, however, that any attempt to secede from the Union will be viewed as a violation of law and met with appropriate consequences."
126,Abraham Lincoln,"President Harrison addresses the nation on a variety of subjects, including the establishment of a special committee and the creation of a special committee. In this special session, Congress authorizes the use of special powers to carry out certain functions of the Executive Branch.","Between the fall of Fort Sumter on April 13, 1861, and July of that same year, President Lincoln took a number of actions in response to secession without Congressional approval. In this special message to Congress, Lincoln asks Congress to validate his actions by authorizing them after the fact. This message also marks Lincoln's first full explanation of the purpose of the war."
127,Abraham Lincoln,Lincoln issues a Presidential Proclamation recognizing the freedom of slaves held in States or parts of States in active rebellion against the United States.,"Following the preliminary Emancipation Proclamation of September 22, 1862, Lincoln's Proclamation of January 1, 1863 formally emancipates all slaves held in States or parts of States in active rebellion against the Union."
128,Abraham Lincoln,"Conkling addresses a mass meeting of unconditional Union-men in Chicago. He says he is against any compromise, embracing the maintenance of the Union, and he believes that any compromise must be made either with those controlling the rebel army or with the control of the people within its range.","President Lincoln wrote this letter to his friend James Conkling, and it is read at a rally in Springfield, Illinois, supporting the Union. In this letter, the President vigorously defends his Emancipation Proclamation."
129,Abraham Lincoln,the President dedicates a portion of the Civil War battlefield to a final resting place for those who fought in World War I. The speech is one of the most famous speeches given by a father or grandfather on the subject.,"Four months after the Battle of Gettysburg, Lincoln joined in a dedication of a national cemetery on a portion of the battlefield. The speech he delivered that day would become one of the most famous speeches given by a in 1881. President."
130,Abraham Lincoln,"President Wilson delivers a second address after taking the oath of office, which includes a detailed account of the war that began four years earlier. He also summarizes the progress of the nation's finances and his plans for peace.","Just over a month before his assassination, Lincoln gives his brief yet poignant second Inaugural Address. With the end of the Civil War rapidly approaching, Lincoln uses the opportunity to look toward the eventual peace and reconstruction of the Union. He begins his closing remarks with the famous words ""With malice toward none; with charity for all."""
131,Andrew Johnson,"Johnson appoints William W. Holden as governor of the State of North Carolina to form a state government and restores constitutional relations with the United States. In addition, in accordance with the fourth section of the Constitution, the United States guarantees to every state in the Union a republican form of government and protects each state against invasion and domestic violence.","President Johnson reestablishes a state government in the former Confederate state of North Carolina. In the following months, President Johnson will establish new state governments in Mississippi, Georgia, Texas, Alabama, South Carolina, and Florida."
132,Andrew Johnson,"EDWIN M. Stanton requests that he resign from the office of Secretary of War. Grant sends a message to Congress requesting that Edwin M. Stanton resign, saying that he has lost confidence in his superior and will continue in the post.",Communication from the President Johnson to the US Senate regarding the suspension of Edwin M. Stanton from the office of Secretary of War.
133,Andrew Johnson,"Johnson submits to Congress his recent correspondence with General Grant. On February 10, 1868 Ad Interim Secretary of War Grant informed Johnson that he would vacate his post and return it to Stanton.","President Johnson submits to Congress his recent correspondence with General in 1881. Grant. On January 14, 1868 Ad Interim Secretary of War Grant informed Johnson that he would vacate his post and return it to Stanton."
134,Andrew Johnson,the Senate adopted a resolution to remove Edwin M. Stanton from his position as Secretary of War. The Senate unanimously rejects the removal of Mr. Stanton and designates another Adjutant-General to perform the duties of that office.,"On February 21, 1868, President Johnson formally removed Stanton and gave control of the War Department to General Lorenzo Thomas. Stanton, however, refused to adhere to Johnson's decision and barricades himself in his cabinet office for roughly two months. President Johnson's actions violate the Tenure of Office Act and begin the impeachment crisis."
135,Andrew Johnson,"Arkansas is deemed unconstitutional by Congress, and he strongly opposes any legislation that would deny the state of Arkansas representation in Congress. Johnson also vetoes a bill that would have allowed the state of Arkansas to represent as one of the States not in the Union.","President Johnson vetoes a bill that would impose conditions for readmitting the State of Arkansas to representation in Congress, deeming the legislation unconstitutional. Johnson later vetoes a similar bill to readmit the states of North Carolina, South Carolina, Louisiana, Georgia, Alabama, and Florida to representation in Congress, citing similar objections in his veto message."
136,Ulysses S. Grant,the President asks Congress to allow the citizens of Virginia to vote on a new state constitution so that the State of Virginia may be restored to its proper relations to the Union.,"In this message to Congress, President Grant asks Congress to allow the citizens of Virginia to vote on a new state constitution so the State of Virginia may be restored âto its proper relations to the Union.â"
137,Ulysses S. Grant,"Upon submitting the Richmond, Va., constitution for ratification by the citizens of July 6, 1869. He then submits to a separate vote the fourth clause of article 3 of the constitution.","President Grant's proclamation submits the new Virginia state constitution for ratification by the citizens of Virginia. Two sections of the constitution are submitted to a separate vote. In July of the same year, President Grant will issue a similar proclamation for the State of Mississippi (Proclamation 184)."
138,Ulysses S. Grant,"Grant issues a proclamation directing that from and after this date no reduction shall be made in the wages paid to laborers, workmen, and mechanics employed by or on behalf of the Government.",President Grant establishes an eight hour work day for Federal Government employees.
139,Ulysses S. Grant,"Upon ratification of the fifteenth Amendment to the Constitution, Grant announces to Congress the ratification of the tenth Amendment to the United States Constitution to the Senate and House of Representatives. The amendment makes black male voting rights universal in the civilized portion of the country and makes black male voting rights universal in every state. Grant also urges all citizens to work together to ensure the ratification of this amendment by the President.","President Grant announces the ratification of the Fifteenth Amendment to the United States Constitution to the Senate and House of Representatives. The amendment makes black male suffrage universal, stipulating that no state shall deprive any citizen of the right to vote because of ârace, color, or previous condition of servitude.â The suffrage amendment is only partially successful. During Reconstruction, black men vote frequently; following Re"
140,Ulysses S. Grant,"Grant issues a Presidential Proclamation against illegal military actions in Canada. Grant warns all citizens of the territory and jurisdiction of the United States against aiding, countingenancing, abetting, or taking part in such unlawful actions.","President Grant issues a statement against the attempts of the Fenian Brotherhood to damage Anglo-United States relations by attacking Canada. The next day, the Fenian Army of Vermont attempts to invade Canada but is driven back. The British government agrees to handle compensation for Canada in the Treaty of Washington in 1871, which will be signed by both nations on May 8, 1871."
141,Ulysses S. Grant,the President transmits to the Senate an additional article to the treaty for the annexation of the Dominican Republic to the United States.,"In an address to the Senate, President Grant advocates for the annexation of the Dominican Republic to the United States."
142,Ulysses S. Grant,"the Senate transmits to the Senate a report from the Secretary of State, John Tyler, detailing the history, development, and current condition of the relations between the United States and other American countries. The President reviews the situation before making recommendations to the Senate on how to improve the relationship between the United States and Spain.","President Grant transmits to the Senate a report from the Secretary of State, Hamilton Fish, detailing the history, development, and current condition of the relations between the United States and other American countries."
143,Ulysses S. Grant,Grant issues a proclamation establishing and enforcing in 1881. neutrality in the war between France and the North German Confederation.,President Grant issues a proclamation establishing and enforcing in 1881. neutrality in the war between France and the North German Confederation.
144,Ulysses S. Grant,the union of the States of Germany into a form of government similar in many respects to that of the American people. The President recommends that the salaries of the minister and secretary of legation at Berlin be increased.,President Grant applauds the union of the States of Germany and their new form of Government and requests that the salaries of in 1881. diplomats to Germany be increased.
145,Ulysses S. Grant,oath of office relieved from taking prescribed oath of office all those who participated in the late rebellion and who are not disqualified by the Constitution. Jefferson also proposes âthe release of all persons to whom the oath has no application.â,President Grant briefly states his objections to âan act prescribing an oath of office to be taken by persons who participated in the late rebellionâ who seek public office.
146,Ulysses S. Grant,President Grant issues a proclamation stating his intent and commitment to enforcing the provisions of the Fourteenth Amendment to the Constitution. Grant urges all citizens of all parts of the United States to work together to ensure that the rights guaranteed to them by the Constitution may be preserved throughout the country.,President Grant issues this proclamation stating his intent and commitment to enforcing the provisions of the Fourteenth Amendment to the Constitution.
147,Ulysses S. Grant,Grant suspends the writ of habeas corpus within certain counties in South Carolina.,President Grant suspends the writ of habeas corpus within certain counties in South Carolina.
148,Ulysses S. Grant,"the President vetoes the inflation bill, which would have increased the money supply by $100 million to alleviate the effects of the rebellion. Grant also urges Congress to pass the same bill in 1881. legislation to strengthen the public credit.","After vacillating on the issue, Grant vetoes the inflation bill, passed by Congress, which would have increased the money supply by $100 million to alleviate the effects of the depression. Grant understands the motivation behind the measure but believes that inflating the currency is a dangerous strategy."
149,Ulysses S. Grant,"Grant issues a Presidential Proclamation warning against domestic violence in Louisiana. Grant sends five thousand troops and four gunboats to New Orleans, ordering the rebels to disperse and return peacefully to their respective states. Grant calls on all citizens to help him end the uprising and urges the rebellious groups to seek legal assistance.","Grant calls for the dispersal of the rebellious ""White League"" in Louisiana. Grant sends five thousand troops and three gunboats to New Orleans; the resistance ends two days later. Grant and the Republicans are criticized severely for the intervention."
150,Ulysses S. Grant,"the Senate asks for information as to interference by any military officer or part of the Army of the United States with the organization or proceedings of the General Assembly of Louisiana. In response to a Senate request, President Grant informs the Senate of the situation in Louisiana and the bloody riots of 1868.","President Grant informs the Senate on the situation in Louisiana and the military intervention in the state, which Grant had ordered the previous September."
151,Ulysses S. Grant,"the bill allows fractional currency and fractional currency to be redeemed for change at a premium of 10 per cent from the 1st day of January, 1879. The Senate approves the bill and the bill goes into effect on June 6, 1879.","Grant sends a special message to Congress approving the Specie Resumption Act, allowing fractional currency and legal-tender notes to be redeemed for coin, beginning January 1, 1879. Sponsored by John Sherman, the bill also increases the number of national banks throughout the country."
152,Ulysses S. Grant,"Sullivan vetoes the salary bill, which would have fixed the salary of the President at $ 25,000 per annum. He believes this bill is repugnant to his ideas and institutions.",Grant vetoes a bill that would have fixed the salary of the President.
153,Ulysses S. Grant,the 1877 presidential election results are inconclusive. Jefferson vetoes a new measure to regulate the counting of votes for President and Vice President.,"The 1876 presidential election results are inconclusive. Tilden appears to have a 300,000 edge in the popular vote as well as 184 electoral votes to Hayes's 165. But the returns from Florida, Louisiana, and South Carolina, representing 19 electoral votes, are disputed. In January, 1877, both parties in Congress agree to establish a commission, composed of five members of each house of Congress and five members of the Supreme Court"
154,Rutherford B. Hayes,No assessment for political purposes on officers or subordinates should be allowed. This rule is applicable to every department of the civil service and should be understood by every officer of the General Government that he is expected to conform its requirements.,"Following John Jay's investigation of the New York Customhouse, Hayes issues this Executive Order, which forbids the involvement of federal employees in political activities. The President takes such action in the hope that it will curtail corruption; the Executive Order stipulates that those in office can no longer be dismissed for political reasons. These events testify to Hayes's interest in civil service reform."
155,Rutherford B. Hayes,"President Hayes issues a Presidential Proclamation to warn citizens against aiding, countingenancing, abetting, or taking part in such unlawful proceedings.","President Hayes sends federal troops to protect mail and quell the riots that take place in numerous cities as part of the Great Railroad Strike of 1877. Following pay cuts, the strike begins on the Baltimore and Ohio (B&O) line at Camden Junction, Maryland; additional strikes will follow, lasting a month. Lacking organization, the strikes frequently degenerate into mob activity. The strike will lead to anti-Chinese attacks in"
156,Rutherford B. Hayes,"the President vetoes the Silver Dollar Bill, which would have allowed the payment of debt bonds in silver at their nominal value for all debts contracted during his administration. The veto is criticized by supporters who believe that the coinage created by the bill will continue to be of inferior value to the money of the world.","President Hayes vetoes the Bland Allison Act, advocated by farmers and debtors, but Congress passes the measure over his veto. The act calls for the resumption of silver coinage at a rate between $2 and $4 million per month."
157,Rutherford B. Hayes,President Hayes issues a Presidential Proclamation warning against settlement on Indian territory.,President Hayes issues a Presidential Proclamation warning against settlement on Indian territory.
158,Rutherford B. Hayes,"the President vetoes the Army Appropriations Bill, which includes a six-part provision amending the existing law to protect voters from violence and fraud.","Congress passes the Army Appropriations Bill, which includes a ""rider"" forbidding the use of federal troops at polls. Many regard this as an attempt to nullify black voting rights and Hayes vetoes the bill, but the House sustains the veto. Hayes again vetoes the rebuffed version, and many Republicans feel the veto secures the election of 1880."
159,Rutherford B. Hayes,the President vetoes a bill prohibiting the use of military force at polling places. The President argues that the bill is contrary to established constitutional principles and would damage the freedom of elections.,"President Hayes vetoes a bill that would prohibit the employment of military force at any election polling place, stating the Federal Government's right and duty to use military force to enforce the in 1881. Constitution and laws. Hayes is also concerned that this bill subordinates the National Government to State authority and supervision."
160,Rutherford B. Hayes,the President vetoes a bill that would have authorized the use of federal funds for the purposes of keeping in operation the essential functions of all the civil departments of the Government.,"President Hayes vetoes a version of the appropriations bill for the third time. On June 23, Hayes votes a later bill, which excludes ""certain judicial expenses"" forbidding the army to ""police the polls."" Hayes will eventually agree to this language after vetoing several other pieces of legislation that would have prohibited any âmilitary interference at elections.â"
161,Rutherford B. Hayes,"the Senate approves the construction of a canal across the American Isthmus. The Senate approves the project, but rejects any proposal to surrender control to European powers.","In this speech to the Senate, President Hayes continues to support a Central American canal to unite the Atlantic and Pacific oceans. Following the trip to America by French diplomat Ferdinand de Lesseps -- the builder of the Suez Canal in Egypt -- Hayes states that ""the policy of this country is a canal under American control."""
162,Rutherford B. Hayes,the President vetoes a bill âto facilitate the refunding of the national debt.â,"Concerned that it will harm the national banking system, President Hayes vetoes a bill âto facilitate the refunding of the national debt.â"
163,Chester A. Arthur,"Upon his death, the President takes over the executive chair of the United States. He stresses the importance of domestic security and maintaining friendly and honorable relations with other nations.","Following President Garfield's death, Arthur is sworn in as President of the United States and addresses the nation."
164,Chester A. Arthur,"the President vetoes the first Chinese Exclusion Act, which would have banned the immigration of Chinese laborers for one year and denied American citizenship to all residents of the country. The veto further undermines the United States' ability to enforce the Burlingame Treaty with China.","President Arthur vetoes the first Chinese Exclusion Act, which would have banned the immigration of Chinese laborers for twenty years and denied American citizenship to current Chinese residents. The veto greatly angers labor groups, who feel increasingly threatened by the influx of Chinese labor."
165,Chester A. Arthur,"CHESTER A. ARTHUR asks for the consent of Congress to convene an international congress of representatives from North and South American countries in Washington, D.C..",President Arthur asks for Congressional consent to convene an international congress of representatives from North and South American countries in Washington D.C..
166,Chester A. Arthur,"the President vetoes the Ocean Steamship Act, which would have allowed passengers to carry on the main deck and lower deck of the ocean steamship. The House approves the bill, but the House rejects it because it is a misconstructive measure.","Arthur vetoes the Carriage of Passengers at Sea Bill, a steamboat safety bill, claiming that it contains several major technical errors."
167,Chester A. Arthur,"Chancellor vetoes the River and Harbor Act, which he argues is not for the common defense or general welfare. Congress vetoes the veto and passes the bill without his signature.","President Arthur vetoes the River and Harbor Act, a pork-barrel piece of legislation that he claimed would benefit only ""particular localities."" Congress overrides the veto and passes the legislation the next day."
168,Chester A. Arthur,President Arthur issues a Presidential Proclamation warning against settlement on the Oklahoma lands of the Indian Territory.,President Arthur issues a proclamation warning against settlement on the Oklahoma lands of the Indian Territory.
169,Chester A. Arthur,the President transmits to the Senate a treaty with Nicaragua allowing the construction of a canal across the territory of that State. The Senate will ratify the treaty and submit the documents to the Senate for ratification.,President Arthur explains the need for and benefits of constructing a canal in Central America connecting the Atlantic and Pacific oceans. He hopes to persuade the Senate to ratify a treaty that would allow the construction of a canal across the territory of the Republic of Nicaragua.
